cust ID,store_id,receiver_ID_highest,cust_rec_ID,cust name,add1,add2,suburb,state,country,postcode,sub_lat,sub_long,group,rep,store_lat,store_long,total_tw_purchases,total_fy23_sales_out,tw_purchases,fy23_sales
2NEW002,2,4548,2NEW0024548,NEWCASTLE HOME TIMBER AND HARDWARE [SADDINGTONS],81-89 BROADMEADOW ROAD,,BROADMEADOW,NSW,Australia,2292,-32.9251756,151.7341816,INDEPENDENTS,2MF,-32.91609599,151.732637,123754,191547,2,15
2NOR001,1,4502,2NOR0014502,COOMA H HARDWARE (MEM679),REAR OF 58-62 POLO FLAT ROAD,OFF HOLLAND ROAD,COOMA,NSW,Australia,2630,-36.2268655,149.1297882,INDEPENDENTS,2TD,-36.21396628,149.1507242,138793,294273,15,13
2NOR004,4,4574,2NOR0044574,NHS - LAMBTON,30 WYONG ROAD,,LAMBTON,NSW,Australia,2299,-32.9135384,151.7078724,INDEPENDENTS,2MF,-32.91487447,151.721516,188716,288027,19,12
2NOR005,5,4591,2NOR0054591,NHS - CARDIFF,7 WENTWORTH RD,,CARDIFF,NSW,Australia,2285,-32.9399498,151.6625717,INDEPENDENTS,2MF,-32.95052322,151.6557647,172783,116904,4,19
2NOR010,10,4614,2NOR0104614,NHS - BERESFIELD,5 BIRRABA AVENUE,,BERESFIELD,NSW,Australia,2322,-32.799,151.635,INDEPENDENTS,2MF,-32.81044474,151.6310175,111059,170916,8,1
2NOW001,1,4397,2NOW0014397,HAYMES PAINT SHOP NOWRA,UNIT 3,142 PRINCES HWY,SOUTH NOWRA,NSW,Australia,2541,-34.9039667,150.5994815,INDEPENDENTS,2JN,-34.90874154,150.5919251,208077,270753,3,4
2NUT002,2,4302,2NUT0024302,NUTRIEN AG - GOUBURN (S214),124 HUME STREET,,GOULBURN,NSW,Australia,2580,-34.7479181,149.7277447,INDEPENDENTS,2SW,-34.76912983,149.6964592,129020,136470,8,4
2NUT003,3,4303,2NUT0034303,NUTRIEN AG - WARREN (S258),143 DUBBO STREET,,WARREN,NSW,Australia,2824,-31.7026474,147.8161713,INDEPENDENTS,2RO,-31.70177676,147.836886,287306,227977,4,10
2NUT004,4,4368,2NUT0044368,NUTRIEN AG - ARMIDALE (S203),59 BUNDARRA ROAD,,ARMIDALE,NSW,Australia,2350,-30.5015616,151.6661993,INDEPENDENTS,2MF,-30.51677066,151.6409117,203089,210586,14,3
2OGD001,1,4301,2OGD0014301,PULBROOK TRADE PTY LTD (814970),5 KIAMA STREET,,BOWRAL,NSW,Australia,2576,-34.479167,150.418056,INDEPENDENTS,2AH,-34.4840387,150.4093406,176912,111866,13,17
2OLY001,1,4699,2OLY0014699,OLYMPIC HARDWARE (MEM1008),31 THE BOULEVARDE,,LAKEMBA,NSW,Australia,2195,-33.9199504,151.0791612,INDEPENDENTS,2JN,-33.92015023,151.0781294,121005,101320,12,14
2PAI002,2,4713,2PAI0024713,PAINT WHOLESALERS OF AUSTRALIA - SUTHERLAND,757 OLD PRINCESS HIGHWAY,,SUTHERLAND,NSW,Australia,2232,-34.03314,151.0583,INDEPENDENTS,2JN,-34.0312837,151.0576247,250517,211903,14,4
2PAI005,5,4661,2PAI0054661,WATTYL - GLADESVILLE,375 VICTORIA ROAD,,GLADESVILLE,NSW,Australia,2111,-33.8296098,151.125756,INDEPENDENTS,2JN,-33.82474186,151.1258882,183281,248119,9,7
2PAI006,6,4688,2PAI0064688,WATTYL - MERRYLANDS,1 FOWLER ROAD,,MERRYLANDS,NSW,Australia,2160,-33.83742,150.99168,INDEPENDENTS,2RO,-33.83504747,150.9770663,248808,105139,20,6
2PAI007,7,4537,2PAI0074537,BRISTOL - PETERSHAM,284 STANMORE ROAD,,PETERSHAM,NSW,Australia,2049,-33.8961,151.1543,INDEPENDENTS,2JN,-33.89681788,151.1595534,132406,158752,8,3
2PAI013,13,4709,2PAI0134709,WATTYL - BEXLEY,62 STONEY CREEK ROAD,,BEXLEY,NSW,Australia,2207,-33.9568,151.12621,INDEPENDENTS,2JN,-33.94939307,151.1214829,281143,159739,20,5
2PAI018,18,4671,2PAI0184671,WATTYL - CAMPBELLTOWN,53 BLAXLAND ROAD,,CAMPBELLTOWN,NSW,Australia,2560,-34.065,150.814167,INDEPENDENTS,2AM,-34.05979741,150.8125658,209217,133967,10,2
2PAM001,1,4510,2PAM0014510,PAMBULA MITRE 10 (2273),10 TOALLA STREET,,PAMBULA,NSW,Australia,2549,-36.916667,149.883333,INDEPENDENTS,2SW,-36.9301301,149.8782974,221756,129499,18,19
2PAR012,12,4581,2PAR0124581,PARCHEM CONSTRUCTION SUPPLIES - WETHERILL PARK,64 ELIZABETH STREET,,WETHERILL PARK,NSW,Australia,2164,-33.84975,150.91101,INDEPENDENTS,2AM,-33.83857279,150.9021214,259145,267232,3,5
2PAU002,2,4524,2PAU0024524,PAULLS RICHMOND MOWERS AND ATV,293 WINDSOR STREET,,RICHMOND,NSW,Australia,2753,-33.6,150.75,INDEPENDENTS,2RO,-33.5953462,150.7486496,141577,229186,15,10
2PEA002,2,4497,2PEA0024497,PEAKHURST MITRE 10 (6001),695 FOREST ROAD,,PEAKHURST,NSW,Australia,2210,-33.9654,151.0502,INDEPENDENTS,2JN,-33.95963516,151.063331,190302,248060,12,18
2PES001,1,4606,2PES0014606,PESTROL,86 BILOELA STREET,,VILLAWOOD,NSW,Australia,2163,-33.8861,150.9788,INDEPENDENTS,2JDN,-33.88709282,150.9855087,184193,185317,2,7
2PET001,1,4424,2PET0014424,PETRIES MITRE 10 - BATHURST (8645),66 BENTINCK STREET,,BATHURST,NSW,Australia,2795,-33.4192822,149.5775008,INDEPENDENTS,2JNA,-33.42023495,149.582316,261365,282237,6,11
2PET005,5,4708,2PET0054708,PETRIES MITRE 10 - MUDGEE (784586),144-148 CHURCH STREET,,MUDGEE,NSW,Australia,2850,-32.6144566,149.5733291,INDEPENDENTS,2JNA,-32.59629278,149.5868968,185858,168883,2,13
2PET006,6,4394,2PET0064394,PETRIES HARDWARE TAREE - M10 - 2307,LOT 2 WHITBREAD STREET,,TAREE,NSW,Australia,2430,-31.8894897,152.4444453,INDEPENDENTS,2MF,-31.9059824,152.4576967,296504,105661,12,13
2PIC003,3,4678,2PIC0034678,PICTON MITRE 10 (784496),LOT 1 HENRY STREET,,PICTON,NSW,Australia,2571,-34.183333,150.6,INDEPENDENTS,2JNA,-34.15998567,150.6145405,290896,152854,17,11
2PIT001,1,4645,2PIT0014645,PITTWATER MOWERS - NORTH MANLY,390 PITTWATER ROAD,,NORTH MANLY,NSW,Australia,2100,-33.7754,151.2689,INDEPENDENTS,2RO,-33.78075223,151.2778127,189600,151842,3,6
2PLA002,2,4500,2PLA0024500,PLANTS ON MAIN (IGC0660),51 MAIN STREET,,SCONE,NSW,Australia,2337,-32.0546144,150.859482,INDEPENDENTS,2JDN,-32.04949213,150.8687171,170089,144321,8,8
2POR001,1,4433,2POR0014433,PORT GARDEN AND HYDROPONICS,4/9 BARTON CRESCENT,,PORT MACQUARIE,NSW,Australia,2444,-31.433333,152.9,INDEPENDENTS,2MF,-31.44757957,152.8949543,246536,138825,19,9
2QUA014,14,4555,2QUA0144555,QUANTUM BUILDING PRODUCTS (250015),9 / 89 DERBY STREET,,SILVERWATER,NSW,Australia,2128,-33.83,151.051,INDEPENDENTS,2JN,-33.83452459,151.041277,119034,178015,10,2
2RAM001,1,7544,2RAM0017544,RAM-FIX,286 PEISLEY STREET,,ORANGE,NSW,Australia,2800,-33.283333,149.1,INDEPENDENTS,2JNA,-33.27752833,149.1052466,119375,223812,7,4
2RAY001,1,4698,2RAY0014698,RAYMONDS WAREHOUSE (MEM4515),2A KANGAROO STREET,,RAYMOND TERRACE,NSW,Australia,2324,-32.7544083,151.7675123,INDEPENDENTS,2MF,-32.75965183,151.7468724,201329,209823,7,14
2REE034,34,4414,2REE0344414,REECE - PLUMBING MARSDEN PARK (2113),5 BELLS GLADE,,MARSDEN PARK,NSW,Australia,2765,-33.68908,150.80285,INDEPENDENTS,2RO,-33.71610138,150.8400307,115607,264490,3,7
2REE035,35,4557,2REE0354557,REECE - PLUMBING GRAFTON (2022),106 PRINCE STREET,,GRAFTON,NSW,Australia,2460,-29.6816894,152.9336547,INDEPENDENTS,2MF,-29.68879419,152.9360858,212267,166054,10,16
2RIV001,1,4318,2RIV0014318,RIVERINA CO-OPERATIVE LTD,37-39 MOORONG STREET,,WAGGA WAGGA,NSW,Australia,2650,-35.1081689,147.3598323,INDEPENDENTS,2AK,-35.11482819,147.3745748,143855,136222,16,20
2RIV003,3,4620,2RIV0034620,RIVERINA FRAMES AND TRUSSES (MEM746),10 PINE AVE,,LEETON,NSW,Australia,2705,-34.566667,146.4,INDEPENDENTS,2JN,-34.55209826,146.400066,100201,131038,18,9
2ROH003,3,4639,2ROH0034639,ROHRS HOME TIMBER AND HARDWARE (354423),6 WARREN ROAD,,GILGANDRA,NSW,Australia,2827,-31.6952312,148.6558441,INDEPENDENTS,2JNA,-31.71195496,148.6672989,114401,181628,5,17
2RYL001,1,4589,2RYL0014589,RYLSTONE HOME HARDWARE (105213),19-23 LOUEE STREET,,RYLSTONE,NSW,Australia,2849,-32.797121,149.9692936,INDEPENDENTS,2JNA,-32.79551659,149.9710544,288312,195263,11,4
2SAD003,3,4692,2SAD0034692,SADDINGTON  SONS - BROADMEADOW 1,75-77 LAMBTON RD,,BROADMEADOW,NSW,Australia,2292,-32.9251756,151.7341816,INDEPENDENTS,2MF,-32.92453037,151.7308794,288568,166048,18,14
2SAD005,5,4714,2SAD0054714,SADDINGTON  SONS - BOOLAROO,LOT 3 SEVENTH ST,,BOOLAROO,NSW,Australia,2284,-32.9468443,151.6275085,INDEPENDENTS,2MF,-32.9556164,151.6266534,203272,298224,1,4
2SAM004,4,4652,2SAM0044652,ROBERT GEARY,14 PETERS STREET,,WATSONIA,VIC,Australia,3087,-37.708,145.083,INDEPENDENTS,2JDN,-37.703974,145.086263,128872,219851,1,10
2SCH001,1,4675,2SCH0014675,SCHUTZ LANDSCAPE  GARDEN SUPPLIES,73B GRANGE ROAD,,TOMERONG,NSW,Australia,2540,-35.0355822,150.6669219,INDEPENDENTS,2JN,-35.07161263,150.5733213,286794,207265,3,2
2SCO007,7,4569,2SCO0074569,SCONE TIMBER AND HARDWARE (843003),40-42 GUERNSY STREET,,SCONE,NSW,Australia,2337,-32.0546144,150.859482,INDEPENDENTS,2MF,-32.04892793,150.8662337,184964,210592,11,2
2SEY002,2,4485,2SEY0024485,SEYMOUR BUILDING SUPPLIES (MEM498),327 VICTORIA ROAD,,GLADESVILLE,NSW,Australia,2111,-33.8296098,151.125756,INDEPENDENTS,2JN,-33.82649352,151.1265843,186518,224130,8,9
2SIL002,2,4693,2SIL0024693,SILVERDALE SAND AND SOIL,2 ECONO PLACE,,SILVERDALE,NSW,Australia,2752,-33.9056974,150.6144729,INDEPENDENTS,2JNA,-33.89278649,150.6164338,114786,138058,20,1
2SOU002,2,4287,2SOU0024287,SOUTHLAND SUPPLY GROUP - QUEANBEYAN,37 ENDURANCE AVE,,QUEANBEYAN,NSW,Australia,2620,-35.3530392,149.230896,INDEPENDENTS,2JDN,-35.36188126,149.2382917,180513,151412,6,20
2SOU005,5,4632,2SOU0054632,SOUTH NOWRA MOWERS  POWERSPORTS,31 JELLICO STREET,,SOUTH NOWRA,NSW,Australia,2541,-34.9039667,150.5994815,INDEPENDENTS,2JN,-34.90870039,150.6011443,195624,170057,15,10
2SPE008,8,4579,2SPE0084579,SPECFAST - FYSHWICK (MEM1210),17 CESSNOCK STREET,,FYSHWICK,ACT,Australia,2609,-35.329,149.174,INDEPENDENTS,2SW,-35.32250648,149.1719823,281351,171935,12,13
2SPE009,9,4598,2SPE0094598,SPECFAST - NEW LAMBTON (MEM3529),30 VERULAM ROAD,,LAMBTON,NSW,Australia,2299,-32.9135384,151.7078724,INDEPENDENTS,2MF,-32.91089499,151.7159411,277175,141705,19,12
2SPR001,1,3267,2SPR0013267,SPRINGWOOD DISCOUNT PAINTS,278A MACQUARIE ROAD,,SPRINGWOOD,NSW,Australia,2777,-33.7001248,150.5631597,INDEPENDENTS,2JN,-33.70030634,150.5633411,230882,136270,20,4
2STA001,1,4388,2STA0014388,L. STAFFORD  SON P/L (HBT) - TATHRA,564 TATHRA ROAD,,KALARU,NSW,Australia,2550,-36.7317551,149.9276991,INDEPENDENTS,2SW,-36.73237911,149.9314514,122809,177276,13,16
2STA999,999,2824,2STA9992824,STAFF SALES,TAMMY D.,,MINTO,NSW,Australia,2566,-34.02646,150.8507,INDEPENDENTS,2JDN,-34.02646,150.8507,174490,196740,18,3
2STI001,1,4525,2STI0014525,STIHL SHOP - PENRITH,1/35 YORK ROAD,,JAMISONTOWN,NSW,Australia,2750,-33.76829,150.67238,INDEPENDENTS,2RO,-33.76499526,150.6878926,226789,272587,13,14
2STO002,2,4611,2STO0024611,STOCKWELL BUILDING SUPPLIES (MEM785),123 STATION ROAD,,SEVEN HILLS,NSW,Australia,2147,-33.7777,150.9416,INDEPENDENTS,2RO,-33.77054173,150.9444706,280018,165022,14,9
2SUL003,3,4475,2SUL0034475,SULLIVANS MINING  INDUSTRIAL - COBAR,OLD BOURKE ROAD,,COBAR,NSW,Australia,2835,-31.4949304,145.8401709,INDEPENDENTS,2MF,-31.49292644,145.8456682,166850,103336,3,8
2SUL004,4,4696,2SUL0044696,SULLIVANS MINING  INDUSTRIAL - ORANGE,36 LEEWOOD DRIVE,,ORANGE,NSW,Australia,2800,-33.283333,149.1,INDEPENDENTS,2JNA,-33.31200845,149.1097553,299204,107287,12,14
2SUL005,5,4554,2SUL0054554,SULLIVANS MINING  INDUSTRIAL - PARKES,1 RENSHAW ROAD,,PARKES,NSW,Australia,2870,-33.1372943,148.1747161,INDEPENDENTS,2MF,-33.1513257,148.1641236,144915,193260,1,13
2SUL011,11,4515,2SUL0114515,SULLIVANS MINING  INDUSTRIAL - RUTHERFORD,24 RACECOURSE ROAD,,RUTHERFORD,NSW,Australia,2320,-32.715278,151.525,INDEPENDENTS,2MF,-32.71204234,151.5152117,198712,186570,15,2
2SUN003,3,4563,2SUN0034563,SUNLITE MITRE 10 - PADDINGTON (2781),347 OXFORD ST,,PADDINGTON,NSW,Australia,2021,-33.88477,151.22621,INDEPENDENTS,2JN,-33.88619,151.2285938,106239,132695,6,2
2SUN004,4,4689,2SUN0044689,SUNLITE MITRE 10 - NEWTOWN (2893),267 KING ST,,NEWTOWN,NSW,Australia,2042,-33.897,151.1793,INDEPENDENTS,2JN,-33.89601306,151.1802188,190936,216905,1,18
2SUP002,2,3250,2SUP0023250,SUPPLY SOLUTIONS GROUP,12 ENTERPRISE CRES,,MUSWELLBROOK,NSW,Australia,2333,-32.2848467,150.9049638,INDEPENDENTS,2MF,-32.29791159,150.8757414,102806,177414,7,9
2SUS003,3,4633,2SUS0034633,SUSSEX INLET BUILDING SUPPLIES (MEM3270),191 JACOBS DRIVE,,SUSSEX INLET,NSW,Australia,2540,-35.1516626,150.5976674,INDEPENDENTS,2JN,-35.15640754,150.6022872,266251,245051,9,20
2SWA012,12,4519,2SWA0124519,SWADLING'S TIMBER  HARDWARE - ST PETERS,ENTRY VIA BOLTON STREET,21 UNWINS BRIDGE ROAD,ST PETERS,NSW,Australia,2044,-33.90951,151.17723,INDEPENDENTS,2JN,-33.91342643,151.1685034,229717,129273,18,13
2SWA013,13,4604,2SWA0134604,SWANES NURSERIES - DURAL (IGC0230),490 GALSTON ROAD,,DURAL,NSW,Australia,2158,-33.682,151.029,INDEPENDENTS,2JN,-33.67348401,151.0306001,217774,163002,13,6
2TAH002,2,4465,2TAH0024465,TAHMOOR GARDEN CENTRE (IGC0080),3070 REMEMBRANCE DRIVE,,BARGO,NSW,Australia,2574,-34.3,150.583333,INDEPENDENTS,2JNA,-34.25858627,150.5735176,204907,282223,14,4
2TAM001,1,4711,2TAM0014711,TAMWORTH BUILDING SUPPLIES [TBS],CNR GOONAN  DAMPIER ST,,WEST TAMWORTH,NSW,Australia,2340,-31.1,150.916667,INDEPENDENTS,2MF,-31.08837366,150.940217,103228,225493,4,10
2TAR007,7,4392,2TAR0074392,TAREE PAINT CENTRE PTY LTD,CNR VICTORIA & STEVENSON STREE,,TAREE,NSW,Australia,2430,-31.8894897,152.4444453,INDEPENDENTS,2MF,-31.90829327,152.4675804,236070,243889,10,19
2THE008,8,4483,2THE0084483,THE HARDWARE STORE - LEICHHARDT [NEWBASE] (MEM674),42 JOHN STREET,,LEICHHARDT,NSW,Australia,2040,-33.8847,151.1573,INDEPENDENTS,2JN,-33.88105687,151.1652633,194656,276344,2,17
2THE010,10,4538,2THE0104538,THE HARDWARE SHED (MEM1154),150 POUND STREET,,GRAFTON,NSW,Australia,2460,-29.6816894,152.9336547,INDEPENDENTS,2MF,-29.68795856,152.9328299,114069,155401,12,17
2THO007,7,4643,2THO0074643,THOMSONS GARDEN CENTRE (IGC0180),213-215 MCLACHLAN STREET,,ORANGE,NSW,Australia,2800,-33.283333,149.1,INDEPENDENTS,2JNA,-33.2793697,149.1084801,270297,266686,20,14
2TIM002,2,4466,2TIM0024466,TIMS GARDEN CENTRE (IGC0060),2 QUEEN STREET,,CAMPBELLTOWN,NSW,Australia,2560,-34.065,150.814167,INDEPENDENTS,2JNA,-34.05752119,150.8233754,223123,155620,10,9
2TIM003,3,4597,2TIM0034597,TIMBERFIX (MEM3666),30 MARTINI PARADE,,LITHGOW,NSW,Australia,2790,-33.4827345,150.1570173,INDEPENDENTS,2JNA,-33.4880705,150.1403739,176646,112238,5,11
2TOT001,1,4398,2TOT0014398,TOTAL TOOLS - GREGORY HILLS (210),SHOP 17 HOME CENTRE,2-64 STEER RD,GREGORY HILLS,NSW,Australia,2557,-34.0307506,150.7766392,INDEPENDENTS,2AH,-34.02261891,150.7643033,179802,165009,15,5
2TOT009,9,4670,2TOT0094670,TOTAL TOOLS - BANKSTOWN (219),UNIT 1,150 CANTERBURY RD,BANKSTOWN,NSW,Australia,2200,-33.91817,151.03497,INDEPENDENTS,2JN,-33.91785604,151.0288733,103068,125609,2,3
2TOT010,10,4626,2TOT0104626,TOTAL TOOLS - FYSHWICK (101),103 GLADSTONE STREET,,FYSHWICK,ACT,Australia,2609,-35.329,149.174,INDEPENDENTS,2SW,-35.32262881,149.1807081,151679,141793,16,8
2TOT011,11,3242,2TOT0113242,TOTAL TOOLS - ALBION PARK (208),UNIT 2/1 DURGADIN DR,,ALBION PARK RAIL,NSW,Australia,2527,-34.566667,150.791667,INDEPENDENTS,2JN,-34.57171978,150.8160419,203530,101807,12,3
2TOT014,14,4371,2TOT0144371,TOTAL TOOLS - GOSFORD (218),210 MANNS RD,,WEST GOSFORD,NSW,Australia,2250,-33.415,151.318,INDEPENDENTS,2MF,-33.41589674,151.3306864,202217,171123,11,7
2TRA105,105,4674,2TRA1054674,**PIA** PAINT ACCESS [TRADE ACCESSORIES DIST] (MEM,UNIT 14,6-8 HERBERT STREET,ST LEONARDS,NSW,Australia,2065,-33.8227402,151.1942171,INDEPENDENTS,2JN,-33.82267864,151.1963811,241861,187502,11,5
2TRU001,1,4455,2TRU0014455,AUSSIE GARDENER,36 MID DURAL ROAD,WAREHOUSE 2,GALSTON,NSW,Australia,2159,-33.65,151.043,INDEPENDENTS,2JDN,-33.64942922,151.0342451,228829,135493,2,3
2TUG002,2,4326,2TUG0024326,INSPIRATIONS - TUGGERANONG (247-247),TUGGERANONG SQ,ANKETELL STREET,GREENWAY,ACT,Australia,2900,-35.418,149.07,INDEPENDENTS,2SW,-35.418,149.07,223219,173889,19,13
2TUM002,2,4590,2TUM0024590,TUMUT BUILDING SUPPLIES (MEM503),134-136 LAMBIE STREET,,TUMUT,NSW,Australia,2720,-35.3207508,148.2325033,INDEPENDENTS,2JN,-35.31526944,148.2235418,155303,289286,6,7
2TUR002,2,4662,2TUR0024662,TURTLE LANDSCAPES,CNR WINDSOR  ROUSE ROAD,,ROUSE HILL,NSW,Australia,2155,-33.68162,150.91552,INDEPENDENTS,2RO,-33.67988275,150.9138273,140601,178996,6,7
2TUR004,4,4625,2TUR0044625,TURF AND TREES POWER EQUIPMENT,214 FIFTEENTH AVENUE,,WEST HOXTON,NSW,Australia,2171,-33.93569,150.8308,INDEPENDENTS,2JNA,-33.92131167,150.8308817,285882,246473,20,12
2ULL003,3,4701,2ULL0034701,ULLADULLA MITRE 10,166 PRINCES HIGHWAY,,ULLADULLA,NSW,Australia,2539,-35.3572426,150.4613249,INDEPENDENTS,2AH,-35.36404618,150.4733186,200388,242704,18,11
2UNA003,3,4415,2UNA0034415,THE HARDWARE MAN - UNANDERRA [ANSOL],53-57 PRINCES HIGHWAY,,UNANDERRA,NSW,Australia,2526,-34.453611,150.844722,INDEPENDENTS,2JN,-34.45152821,150.8483265,263476,147502,5,5
2UNI010,10,4359,2UNI0104359,UNITED BUILDING PRODUCTS,3 DURADIN DRIVE,,ALBION PARK,NSW,Australia,2527,-34.5759492,150.7737333,INDEPENDENTS,2JN,-34.58512365,150.7802002,172100,192615,11,7
2VIL001,1,4660,2VIL0014660,VILLAGE MOWERS AND POWER TOOLS (MEM1090),2A MEMORIAL AVENUE,,INGLEBURN,NSW,Australia,2565,-34.0043204,150.8630244,INDEPENDENTS,2AM,-33.99676262,150.8638489,260051,236022,7,10
2WAR004,4,4681,2WAR0044681,WARRINGAH TIMBERS (783994),9 INMAN ROAD,,CROMER,NSW,Australia,2099,-33.74142,151.28227,INDEPENDENTS,2RO,-33.73595239,151.2860821,271702,113725,4,3
2WAT005,5,4399,2WAT0054399,WATTYL PAINT CENTRE - SEVEN HILLS,UNIT 3,106-108 STATION ROAD,SEVEN HILLS,NSW,Australia,2147,-33.7777,150.9416,INDEPENDENTS,2RO,-33.77229428,150.9221607,245094,248165,16,19
2WAT009,9,4404,2WAT0094404,WATTYL PAINT CENTRE - FYSHWICK,SHOP 1/125,GLADSTONE STREET,FYSHWICK,ACT,Australia,2609,-35.329,149.174,INDEPENDENTS,2SW,-35.32272154,149.1755629,162432,240598,17,18
2WAT017,17,4405,2WAT0174405,WATTYL PAINT CENTRE - ST.MARYS,500 THE GREAT WESTERN HIGHWAY,,ST MARYS,NSW,Australia,2760,-33.7589212,150.7708274,INDEPENDENTS,2JNA,-33.77049208,150.7754791,203991,287477,6,2
2WAT031,31,4584,2WAT0314584,WATTYL PAINT CENTRE - LAMBTON,UNIT 6,31 GRIFFITHS ROAD,LAMBTON,NSW,Australia,2299,-32.9135384,151.7078724,INDEPENDENTS,2MF,-32.91320204,151.7016358,183693,278492,19,14
2WAT034,34,4482,2WAT0344482,WATTYL PAINT CENTRE - CASULA,UNIT 1,633 - 639 HUME HIGHWAY,CASULA,NSW,Australia,2170,-33.95193,150.90538,INDEPENDENTS,2JNA,-33.94870606,150.8949359,156940,121987,19,8
2WAT037,37,4669,2WAT0374669,WATTYL PAINT CENTRE - UNANDERRA,135 GLASTONBURY AVE,,UNANDERRA,NSW,Australia,2526,-34.453611,150.844722,INDEPENDENTS,2JN,-34.46232972,150.853438,220569,108544,19,14
2WAT039,39,4395,2WAT0394395,WATTYL PAINT CENTRE - MARSDEN PARK,2A LOT 6 ULTIMO PLACE,,MARSDEN PARK,NSW,Australia,2765,-33.68908,150.80285,INDEPENDENTS,2RO,-33.71276481,150.8433161,297451,238839,1,8
2WAT040,40,4461,2WAT0404461,WATTYL PAINT CENTRE - KILLARNEY VALE,108 WYONG ROAD,,KILLARNEY VALE,NSW,Australia,2261,-33.365,151.46,INDEPENDENTS,2MF,-33.36705642,151.4643222,246923,264253,16,14
2WAT041,41,4459,2WAT0414459,WATTYL PAINT CENTRE - SMEATON GRANGE,UNIT 3/5 DUNN ROAD,,SMEATON GRANGE,NSW,Australia,2567,-34.035,150.757,INDEPENDENTS,2AM,-34.03279775,150.7557677,228337,151130,2,12
2WEB001,1,4667,2WEB0014667,WEBERS NURSERY - MOUNT BOYCE (IGC0040),355 GREAT WESTERN HIGHWAY,,BLACKHEATH,NSW,Australia,2785,-33.635556,150.283611,INDEPENDENTS,2RO,-33.62015126,150.2774097,196105,204435,11,1
2WES003,3,4285,2WES0034285,WEST HOXTON H/WARE  PRODUCE,CNR FIFTEENTH  EDMONDSON AV,,WEST HOXTON,NSW,Australia,2171,-33.93569,150.8308,INDEPENDENTS,2AH,-33.92248142,150.8358542,158441,178326,9,1
2WOO010,10,4546,2WOO0104546,WOOLGOOLGA MITRE 10 (2220),3 FEATHERSTONE DRIVE,,WOOLGOOLGA,NSW,Australia,2456,-30.1130375,153.1837924,INDEPENDENTS,2MF,-30.12278103,153.1951428,206001,101654,9,12
2WWH001,1,4638,2WWH0014638,WW HARDWARE - PEAKHURST (MEM620),44 STANLEY STREET,,PEAKHURST,NSW,Australia,2210,-33.9654,151.0502,INDEPENDENTS,2JN,-33.96202926,151.0624809,288893,153050,18,14
2WYE002,2,4527,2WYE0024527,WYEE NURSERY (MEM4460),103 WYEE ROAD,,WYEE,NSW,Australia,2259,-33.182,151.485,INDEPENDENTS,2MF,-33.17462694,151.4804267,131558,193277,12,8
2YAM002,2,4547,2YAM0024547,YAMBA MITRE 10 (292600),2 UKI STREET,,YAMBA,NSW,Australia,2464,-29.4332211,153.3406236,INDEPENDENTS,2MF,-29.44112611,153.3509841,235944,297034,14,14
2YAM003,3,4664,2YAM0034664,INSPIRATIONS PAINT YAMBA (W374),7 ANGOURIE RD,,YAMBA,NSW,Australia,2464,-29.4332211,153.3406236,INDEPENDENTS,2MF,-29.44440116,153.3523014,153089,150751,9,2
2YAR001,1,4297,2YAR0014297,YARRAMALONG FARM SUPPLIES (104261),148 YARRAMALONG ROAD,,WYONG CREEK,NSW,Australia,2259,-33.263011,151.3414356,INDEPENDENTS,2MF,-33.27075287,151.3921911,175394,243677,8,20
2YEN001,1,3256,2YEN0013256,YENDA PRODUCERS CO-OP SOC LTD,59-61 MIRROUL AVENUE,,YENDA,NSW,Australia,2681,-34.2451524,146.2026955,INDEPENDENTS,2JN,-34.2479132,146.1993566,129877,188613,20,14
2YEN003,3,4345,2YEN0034345,YENDA PRODUCERS CO-OP - LEETON,2 CANAL STREET,,LEETON,NSW,Australia,2705,-34.566667,146.4,INDEPENDENTS,2JN,-34.55359082,146.3872511,226435,282186,6,8
2YOU005,5,4684,2YOU0054684,YOUNG HARDWARE CENTRE (MEM1101),37 LYNCH STREET,,YOUNG,NSW,Australia,2594,-34.3,148.3,INDEPENDENTS,2SW,-34.3128781,148.2978042,208875,129682,3,17
3ABB001,1,3277,3ABB0013277,ABBOTT SUPPLY (MEM1079),13-23 ABEL STREET,,BENDIGO,VIC,Australia,3550,-36.7570157,144.2793906,INDEPENDENTS,3JK,-36.76110745,144.2889032,204103,248413,16,4
3AGW001,1,3390,3AGW0013390,AG WAREHOUSE - COBRAM [2] (MEM4253),93 BROADWAY STREET,,COBRAM,VIC,Australia,3644,-35.9546799,145.736481,INDEPENDENTS,3JM,-35.91836104,145.6409175,255661,234486,1,8
3AGW002,2,3394,3AGW0023394,AG WAREHOUSE - COHUNA [32] (MEM4254),WESTERN ROAD,,COHUNA,VIC,Australia,3568,-35.8149095,144.2095074,INDEPENDENTS,3JK,-35.79970005,144.2105654,155336,176818,7,9
3AGW003,3,3343,3AGW0033343,AG WAREHOUSE - COLAC [14] (MEM4255),526 PRINCES HIGHWAY,,COLAC,VIC,Australia,3250,-38.3410186,143.5854622,INDEPENDENTS,3JK,-38.33629583,143.5610408,159619,108772,10,19
3AGW004,4,3316,3AGW0043316,AG WAREHOUSE - CORRYONG [23] (MEM4256),989 MURRAY VALLEY HWY,,CORRYONG,VIC,Australia,3707,-36.1966523,147.9023498,INDEPENDENTS,3JM,-36.17703593,147.9306795,247500,105643,7,13
