cust ID,store_id,receiver_ID_highest,cust_rec_ID,cust name,add1,add2,suburb,state,country,postcode,sub_lat,sub_long,group,rep,store_lat,store_long,total_tw_purchases,total_fy23_sales_out,tw_purchases,fy23_sales
4PIN001,1,3263,4PIN0013263,PINKS MITRE 10 (55450),281 MAIN NORTH ROAD,,CLARE,SA,Australia,5453,-33.8397986,138.6127513,INDEPENDENTS,4TF,-33.83228795,138.6111834,170819,256231,5,12
4PLA002,2,3085,4PLA0023085,PLATINUM AG WEST COAST,1/165 GRENFELL STREET,,ADELAIDE,SA,Australia,5000,-34.9284989,138.6007456,INDEPENDENTS,4NS,-34.92431522,138.6076431,176466,295987,12,13
4POP001,1,3310,4POP0013310,POPES HARDWARE (858548),8 AGNES STREET,,KINGSTON SE,SA,Australia,5275,-36.8364852,139.8516565,INDEPENDENTS,4SC,-36.83051241,139.8546395,107020,150879,15,13
4PTL001,1,3287,4PTL0013287,PORT LINCOLN MITRE 10 [ROSAWALK] (4408),15 LE BRUN STREET,,PORT LINCOLN,SA,Australia,5606,-34.7301943,135.8504838,INDEPENDENTS,4NS,-34.72974794,135.8593056,173472,285818,1,14
4RAN001,1,3350,4RAN0013350,RANDALLS HARDWARE (MEM946),440 PROSPECT ROAD,,KILBURN,SA,Australia,5084,-34.8591655,138.5862837,INDEPENDENTS,4TF,-34.86099117,138.5919673,250353,246494,6,16
4RAP001,1,3318,4RAP0013318,RAPUANO GRAIN STORE,157 TRIMMER PARADE,,SEATON,SA,Australia,5023,-34.899,138.514,INDEPENDENTS,4TF,-34.8921863,138.5163518,230460,268958,15,16
4REE004,4,3159,4REE0043159,REECE - ADELAIDE,175 CURRIE STREET,,ADELAIDE,SA,Australia,5000,-34.9284989,138.6007456,INDEPENDENTS,9DEL,-34.92518398,138.5913472,211289,236757,5,10
4REE017,17,3337,4REE0173337,REECE - ALICE SPRINGS,87 SMITH STREET,,ALICE SPRINGS,NT,Australia,870,-23.698042,133.8807471,INDEPENDENTS,4TF,-23.698042,133.8807471,236196,163814,14,11
4REE041,41,3418,4REE0413418,REECE FIRE - WINGFIELD (5056),162 FRANCIS ROAD,,WINGFIELD,SA,Australia,5013,-34.842,138.564,INDEPENDENTS,4NS,-34.84470682,138.5615157,292928,141152,1,11
4REN002,2,3381,4REN0023381,WILLS  CO MITRE 10 - RENMARK (4687),237 RENMARK AVENUE,,RENMARK,SA,Australia,5341,-34.1742746,140.7442855,INDEPENDENTS,4GJ,-34.17873983,140.7421458,250241,193709,13,5
4RID001,1,3414,4RID0013414,**PIA** RIDGE ENGINEERING,SHED 6,1905 BALGOWAN ROAD,MAITLAND,SA,Australia,5573,-34.3741136,137.6733004,INDEPENDENTS,4TF,-34.37476041,137.6806399,218137,244711,20,2
4RIV003,3,3364,4RIV0033364,RIVERLAND WELDING AND TOOL SUPPLIESS (MEM3305),RAMCO ROAD,,WAIKERIE,SA,Australia,5330,-34.1847047,139.9826886,INDEPENDENTS,4NS,-34.17629577,139.9769814,147911,162081,14,16
4ROX001,1,3274,4ROX0013274,ROXBY TRADERS (55496),CNR ARCOONA  TUTOP STREETS,,ROXBY DOWNS,SA,Australia,5725,-30.5620637,136.9008815,INDEPENDENTS,4NS,-30.5639799,136.8962565,102357,256077,18,14
4SAB003,3,3366,4SAB0033366,SA BUILDING SUPPLIES - GREEN FIELDS (MEM4019),14A BELFREE DRIVE,,GREEN FIELDS,SA,Australia,5107,-34.79575,138.60437,INDEPENDENTS,4NS,-34.79723859,138.6031273,126469,133379,19,7
4SAB005,5,3349,4SAB0053349,SA BUILDING SUPPLIES - ST MARYS (MEM4019),12 LLOYD ST,,ST MARYS,SA,Australia,5042,-35.006,138.577,INDEPENDENTS,4SC,-35.0044403,138.5773463,160550,149436,5,6
4SAM001,1,3354,4SAM0013354,SAMIOS PLUMBING - POORAKA (MEM3393),45 RESEARCH ROAD,,POORAKA,SA,Australia,5095,-34.824444,138.626944,INDEPENDENTS,4NS,-34.81540719,138.6327926,158229,189720,18,15
4SAM003,3,3291,4SAM0033291,BRENDEN LAW-DAVIS,PO BOX 1395,,CARNARVON,WA,Australia,6701,-24.884,113.661,INDEPENDENTS,4TF,-24.884,113.661,107306,263550,15,9
4SAN002,2,3421,4SAN0023421,CLARE VALLEY HARDWARE (794479),1 ARCHER PLACE,,CLARE,SA,Australia,5453,-33.8397986,138.6127513,INDEPENDENTS,4NS,-33.8371459,138.6180297,236704,255842,20,12
4SEM001,1,3210,4SEM0013210,SEMAPHORE PETS AND GARDEN,119A SEMAPHORE ROAD,,SEMAPHORE,SA,Australia,5019,-34.838889,138.483889,INDEPENDENTS,4SC,-34.83940808,138.4885837,260879,195245,2,12
4SHA001,1,3407,4SHA0013407,SHANNON ELECTRICS (MEM4345),106 GALENA STREET,,BROKEN HILL,NSW,Australia,2880,-31.9539135,141.4539396,INDEPENDENTS,4SC,-31.96147017,141.4494722,185588,169992,5,4
4SHE001,1,3311,4SHE0013311,SHEEHANS HARDWARE (906404),102 MAIN STREET,,NAIRNE,SA,Australia,5252,-35.0295589,138.9079187,INDEPENDENTS,4TF,-35.02925856,138.8982542,277634,200064,5,1
4SHI001,1,3261,4SHI0013261,SHIPPYS HARDWARE (907493),15 RYAN STREET,,MOONTA,SA,Australia,5558,-34.0692119,137.5850998,INDEPENDENTS,4TF,-34.06789944,137.5922234,109633,107351,7,8
4SOL007,7,3200,4SOL0073200,WATTYL PAINT CENTRE - KILBURN,STORE 1,560 CHURCHILL ROAD,KILBURN,SA,Australia,5084,-34.8591655,138.5862837,INDEPENDENTS,4NS,-34.85916318,138.5901437,252411,282632,8,9
4SOL009,9,3164,4SOL0093164,WATTYL PAINT CENTRE - MODBURY,932 NORTH EAST ROAD,,MODBURY,SA,Australia,5092,-34.833333,138.683333,INDEPENDENTS,4NS,-34.83327566,138.6838783,188825,150180,20,7
4SOU003,3,3401,4SOU0033401,SOUTHERN TIMBER SUPPLIES (MEM935),92 - 96 O'SULLIVANS BEACH ROAD,,LONSDALE,SA,Australia,5160,-35.115,138.501111,INDEPENDENTS,4SC,-35.11733511,138.5030049,231724,127266,18,1
4STA003,3,3321,4STA0033321,STANFORD MOWERS,590 MAIN NORTH ROAD,,GEPPS CROSS,SA,Australia,5094,-34.841,138.604,INDEPENDENTS,4NS,-34.84361055,138.60279,157343,229593,7,9
4STI001,1,3361,4STI0013361,STIRLING HDW (55586),MT BARKER ROAD,,STIRLING,SA,Australia,5152,-35.0058863,138.714123,INDEPENDENTS,4SC,-35.00733984,138.7176698,221852,236336,16,19
4STI002,2,3220,4STI0023220,STIHL SHOP - FULHAM,1/587-589 TAPLEYS HILL ROAD,,FULHAM,SA,Australia,5024,-34.927,138.512,INDEPENDENTS,4NS,-34.9281047,138.5179999,247306,192398,13,7
4STI003,3,3388,4STI0033388,STIHL SHOP - MURRAY BRIDGE,4 MCHENRY STREET,,MURRAY BRIDGE,SA,Australia,5253,-35.1311491,139.2650902,INDEPENDENTS,4SC,-35.12036629,139.2710541,288164,226325,18,15
4STR003,3,3334,4STR0033334,STRATCO DISTRIBUTION CENTRE - GEPPS CROSS,23 WHITE ROAD,,GEPPS CROSS,SA,Australia,5094,-34.841,138.604,INDEPENDENTS,4TF,-34.8424055,138.5965493,187119,295442,9,4
4STR013,13,3389,4STR0133389,STRATCO - ST MARYS,1197 SOUTH ROAD,,ST MARYS,SA,Australia,5042,-35.006,138.577,INDEPENDENTS,4TF,-34.99829734,138.5766487,271707,267059,8,12
4STR014,14,3363,4STR0143363,STRATHALBYN H HARDWARE (MEM3308),37 EAST TERRACE,,STRATHALBYN,SA,Australia,5255,-35.2502302,138.8978915,INDEPENDENTS,4SC,-35.25803498,138.8978418,265552,123737,18,10
4STR017,17,3207,4STR0173207,STRATCO MANUFACTURING - GEPPS CROSS,DOOR 19,CARSTEN RD,GEPPS CROSS,SA,Australia,5094,-34.841,138.604,INDEPENDENTS,4TF,-34.8454138,138.60325,137645,141671,2,18
4TAP001,1,3324,4TAP0013324,TAPS TUBS  TILES (8011),75 ELDERS STREET,,ALICE SPRINGS,NT,Australia,870,-23.698042,133.8807471,INDEPENDENTS,4TF,-23.698042,133.8807471,247031,258348,2,5
4THE010,10,3393,4THE0103393,THE LONG ROOM HOME HARDWARE (843128),42 BOWMAN STREET,,CRYSTAL BROOK,SA,Australia,5523,-33.3481059,138.2111561,INDEPENDENTS,4NS,-33.35304915,138.206901,127469,237163,18,17
4TIM001,1,3278,4TIM0013278,TIMCO MITRE 10 (55145),PORT ELLIOT ROAD,,PORT ELLIOT,SA,Australia,5212,-35.5257653,138.67708,INDEPENDENTS,4SC,-35.5300886,138.6754322,173471,178110,7,2
4TKD001,1,3357,4TKD0013357,TOOL KIT DEPOT - MELROSE PARK [ADELAIDE TOOLS],T3 1031-1037 SOUTH ROAD,,MELROSE PARK,SA,Australia,5039,-34.99,138.576,INDEPENDENTS,4SC,-34.98562076,138.5758499,277303,184583,3,18
4TOR001,1,3093,4TOR0013093,TORRENS SAFETY,UNIT 3,4 COGLIN ST,HINDMARSH,SA,Australia,5007,-34.906,138.57,INDEPENDENTS,4NS,-34.90833,138.5697818,156536,175672,10,7
4TOT001,1,3074,4TOT0013074,TOTAL TOOLS - THEBARTON (503),59 PORT ROAD,,THEBARTON,SA,Australia,5031,-34.9141491,138.5725146,INDEPENDENTS,4NS,-34.91453872,138.5772645,153028,116274,15,17
4TOT002,2,3171,4TOT0023171,TOTAL TOOLS - WINGFIELD [ROUSSEAU TOOLS] (504),UNIT 1,513 GRAND JUNCTION RD,WINGFIELD,SA,Australia,5013,-34.842,138.564,INDEPENDENTS,4NS,-34.8376615,138.5639945,204805,125178,20,8
4TOT003,3,3174,4TOT0033174,TOTAL TOOLS - ELIZABETH [GILLBRIDGE] (505),UNIT 7,PLAYFORD PLAZA,ELIZABETH,SA,Australia,5112,-34.72,138.673,INDEPENDENTS,4NS,-34.72264542,138.6668003,248464,204200,9,17
4TOT004,4,3073,4TOT0043073,TOTAL TOOLS - MOUNT BARKER (506),1/29 MOUNT BARKER ROAD,,TOTNESS,SA,Australia,5250,-35.05,138.833333,INDEPENDENTS,4TF,-35.05324,138.8454052,194102,215215,8,20
4TOT005,5,3072,4TOT0053072,TOTAL TOOLS - WINDSOR GARDENS (507),2/428 NORTH EAST ROAD,,WINDSOR GARDENS,SA,Australia,5087,-34.867,138.651,INDEPENDENTS,4NS,-34.86442846,138.6474769,124998,164327,7,5
4TOT006,6,3199,4TOT0063199,NUTRIEN WATER - BAROSSA (15501),173 MURRAY STREET,,NURIOOTPA,SA,Australia,5355,-34.4666111,138.9916574,INDEPENDENTS,4TF,-34.45856507,139.0014989,269792,118808,12,10
4TOT007,7,3403,4TOT0073403,TOTAL TOOLS - SEAFORD (508),49 SEAFORD ROAD,,SEAFORD MEADOWS,SA,Australia,5169,-35.173,138.487,INDEPENDENTS,4SC,-35.18014391,138.4850055,118247,286765,2,15
4TRA006,6,3419,4TRA0063419,TRADELINK - MOUNT BARKER (5509),13 LIGHT CRESCENT,,MOUNT BARKER,SA,Australia,5251,-35.0809029,138.8634671,INDEPENDENTS,4TF,-35.07305605,138.8740367,232450,253721,12,6
4TRA015,15,3185,4TRA0153185,TRADELINK - REGENCY PARK,UNIT 3 / 475-477 SOUTH ROAD,,REGENCY PARK,SA,Australia,5010,-34.86,138.57,INDEPENDENTS,4NS,-34.87091766,138.5715108,243217,282585,1,19
4TRU003,3,3152,4TRU0033152,TRURO AGENCIES PTY LTD (12588),25 MOORUNDIE ST,,TRURO,SA,Australia,5356,-34.4105196,139.130041,INDEPENDENTS,4NS,-34.4087793,139.1260339,115268,130433,7,11
4UNI002,2,3335,4UNI0023335,UNITED FASTENERS - MELROSE PARK,1 MARION STREET,,MELROSE PARK,SA,Australia,5039,-34.99,138.576,INDEPENDENTS,4SC,-34.98605185,138.5749491,119012,222204,5,17
4VAD001,1,3358,4VAD0013358,VADOULIS GARDEN CENTRE (953208),554 MAIN NORTH ROAD,,GAWLER,SA,Australia,5118,-34.5973516,138.7448796,INDEPENDENTS,4NS,-34.59286399,138.7465681,108071,196858,14,5
4VAL002,2,3100,4VAL0023100,VALLEY ENTERPRISES,63 BASEDOW ROAD,,TANUNDA,SA,Australia,5352,-34.5200776,138.9626892,INDEPENDENTS,9DEL,-34.52806212,138.9703294,267985,268219,16,11
4VAU001,1,3336,4VAU0013336,VAUCLUSE LIVESTOCK EQUIPMENT,117 CHAPMAN ROAD,,INGLEWOOD,SA,Australia,5133,-34.788009,138.8054817,INDEPENDENTS,4TF,-34.81348856,138.7811311,181563,204995,5,14
4VEN001,1,3179,4VEN0013179,VENNINGS,C/- COOPER FLUID SYSTEM,9 INDAMA STREET,REGENCY PARK,SA,Australia,5010,-34.86,138.57,INDEPENDENTS,4TF,-34.86,138.57,172643,210449,17,10
4VIR002,2,3417,4VIR0023417,VIRGINIA MITRE 10,CNR OLD PORT WAKEFIELD,,VIRGINIA,SA,Australia,5120,-34.6743048,138.5560901,INDEPENDENTS,4GJ,-34.6886883,138.5654941,258487,116867,4,9
4VIR003,3,3213,4VIR0033213,VIRGINIA NURSERY,99 GAWLER ROAD,,VIRGINIA,SA,Australia,5120,-34.6743048,138.5560901,INDEPENDENTS,4TF,-34.65712722,138.5663826,124294,274204,6,1
4WAI001,1,3353,4WAI0013353,WILLS  CO MITRE 10 - WAIKERIE (55289),5 CRUSH TERRACE,,WAIKERIE,SA,Australia,5330,-34.1847047,139.9826886,INDEPENDENTS,4GJ,-34.18058065,139.9865897,273384,158281,7,8
4WAL001,1,3280,4WAL0013280,WALLAROO HARDWARE (55553),21 OWEN TCE,,WALLAROO,SA,Australia,5556,-33.9310843,137.6333342,INDEPENDENTS,4TF,-33.9309363,137.6278204,172570,119775,11,1
4WEB001,1,3343,4WEB0013343,WEBER ABRASIVES AND INDUSTRIAL SUPPLIES (MEM3302),122 FREDERICK STREET,,WELLAND,SA,Australia,5007,-34.9041817,138.5581233,INDEPENDENTS,9DEL,-34.9073202,138.5575344,107719,208181,5,8
4WHO001,1,3250,4WHO0013250,WHOLESALE PLANTS  PRODUCTS,38-42 DUNCAN ROAD,,DRY CREEK,SA,Australia,5094,-34.8333559,138.5897985,INDEPENDENTS,4NS,-34.84237666,138.587758,216716,174800,16,16
4WHY003,3,3344,4WHY0033344,BIANCO MITRE 10 (5473),120-124 MCDOUALL STUART AVENUE,,WHYALLA,SA,Australia,5600,-33.0379671,137.5753107,INDEPENDENTS,4NS,-33.0353316,137.5634779,146778,238354,8,2
4WHY004,4,3348,4WHY0043348,BCS WHYALLA (5477),5 KEITH ST,,WHYALLA PLAYFORD,SA,Australia,5600,-33.0289718,137.5594675,INDEPENDENTS,4NS,-33.03416055,137.5568012,235389,227698,13,9
4WOO001,1,3312,4WOO0013312,WOOD N LOGS (MEM1067),29 SEAFORD ROAD,,SEAFORD MEADOWS,SA,Australia,5169,-35.173,138.487,INDEPENDENTS,4SC,-35.17894911,138.490452,176031,246038,2,10
4WSB001,1,3177,4WSB0013177,WSB DISTRIBUTORS (SALVAKEN PTY LTD),1954 BOOKPURNONG ROAD,,LOXTON,SA,Australia,5333,-34.45493,140.5693309,INDEPENDENTS,4NS,-34.44662809,140.5785597,247058,207945,2,16
4WUD001,1,3340,4WUD0013340,WUDINNA HARDWARE (MEM959),35 BURTON TERRACE,,WUDINNA,SA,Australia,5652,-33.047519,135.4618728,INDEPENDENTS,4NS,-33.04836998,135.4624994,253613,194443,14,16
4YOR002,2,3330,4YOR0023330,YORKETOWN HARDWARE (MEM1070),40 MINLATON RD,,YORKETOWN,SA,Australia,5576,-35.0184732,137.5981723,INDEPENDENTS,4TF,-35.01562423,137.6066324,292866,258241,19,13
4YOR003,3,3360,4YOR0033360,YORKREATION GARDEN CENTRE,14 THIRD STREET,,MINLATON,SA,Australia,5575,-34.771389,137.595556,INDEPENDENTS,4TF,-34.7698471,137.5978105,253784,292284,2,9
5ALI001,1,3226,5ALI0013226,ALICE SPRINGS NURSERY [FRENCH APPLES],LOT 5777 ROSS HWY,,ALICE SPRINGS,NT,Australia,870,-23.698042,133.8807471,INDEPENDENTS,4TF,-23.698042,133.8807471,230844,237043,6,11
5ATO001,1,3120,5ATO0013120,ATOM SUPPLY - WINNELLIE,70 REICHARDT ROAD,,WINNELLIE,NT,Australia,820,-12.428889,130.869722,INDEPENDENTS,4TF,-12.428889,130.869722,229272,228404,5,20
5BIA002,2,3317,5BIA0023317,BIANCO HARDWARE SUPPLIES - DARWIN,43 TOUPEIN RD,,YARRAWONGA,NT,Australia,830,-12.471085,130.990115,INDEPENDENTS,4TF,-12.471085,130.990115,269360,162538,17,4
5DUL001,1,3183,5DUL0013183,DULUX TRADE CENTRE - DARWIN (DC20/SC20),446 STUART HWY,CNR BOMBING ROAD,WINNELLIE,NT,Australia,820,-12.428889,130.869722,INDEPENDENTS,4TF,-12.428889,130.869722,127297,217136,16,11
5GOR001,1,3151,5GOR0013151,GORRKBUY IND SUPPLIES PTY LTD,11 JOHN FLYNN DRIVE,,NHULUNBUY,NT,Australia,880,-12.1825,136.781944,INDEPENDENTS,4TF,-12.1825,136.781944,280096,131965,13,4
5GOV001,1,3327,5GOV0013327,GOVE TRUE VALUE HARDWARE (2727),SHOP 7/8 CAPTAIN COOK SHOPPING,9 ARNHEM ROAD,NHULUNBUY,NT,Australia,880,-12.1825,136.781944,INDEPENDENTS,4TF,-12.1825,136.781944,284271,107928,7,7
5HAY001,1,3091,5HAY0013091,HAYMES - WINNELLIE,1B 103 REICHARDT ROAD,,WINNELLIE,NT,Australia,820,-12.428889,130.869722,INDEPENDENTS,4TF,-12.428889,130.869722,163005,166902,13,8
5KAT001,1,3305,5KAT0013305,KATHERINE MITRE 10 (468400),34 CHARDON STREET,,KATHERINE,NT,Australia,850,-14.4521139,132.2715145,INDEPENDENTS,4TF,-14.4521139,132.2715145,188197,161173,1,8
5KAT002,2,3395,5KAT0023395,KATHERINE TOOL STORE [NORMIST] (MEM3639),C/O DARWIN BOLT SUPPLIES TOOL,643 STUART HIGHWAY,BERRIMAH,NT,Australia,828,-12.433889,130.922778,INDEPENDENTS,4TF,-12.433889,130.922778,157953,261215,10,19
5SAM001,1,3298,5SAM0013298,SAMIOS PLUMBING - NT,8-12 JESSOP CRESCENT,,BERRIMAH,NT,Australia,828,-12.433889,130.922778,INDEPENDENTS,4TF,-12.433889,130.922778,196829,166476,7,19
5SOL001,1,3410,5SOL0013410,WATTYL PAINT CENTRE,C/O WATTYL ATTN LEE FRUNKS,560 CHURCHILL ROAD,KILBURN,SA,Australia,5084,-34.8591655,138.5862837,INDEPENDENTS,4TF,-34.85871662,138.5888736,116609,285336,15,7
5TJS001,1,3245,5TJS0013245,TJ'S ONE STOP (55712),LOT 535  796 ROBINSON ROAD,,BORROLOOLA,NT,Australia,854,-16.070278,136.307222,INDEPENDENTS,4TF,-16.070278,136.307222,172327,240168,15,6
5TOT002,2,3063,5TOT0023063,TOTAL TOOLS - DARWIN (801),PO BOX 61,,ALTONA NORTH,VIC,Australia,3025,-37.841,144.849,INDEPENDENTS,4TF,-37.84053379,144.8605038,155095,217988,14,15
5WIL001,1,3157,5WIL0013157,WILDKAT SPARE PARTS,1 / 28 TOUPIEN ROAD,,YARRAWONGA,NT,Australia,830,-12.471085,130.990115,INDEPENDENTS,4TF,-12.471085,130.990115,153411,209910,14,18
6A1S001,1,3185,6A1S0013185,A1 SALVAGE  HARDWARE,8 HAMPTON STREET,,GREENFIELDS,WA,Australia,6210,-32.53,115.755,INDEPENDENTS,6LS,-32.51262,115.74947,248996,112411,3,9
6ACC001,1,3067,6ACC0013067,ACCELERATION ENTERPRISES PTY LTD,13 MOONEY STREET,,BAYSWATER,WA,Australia,6053,-31.911,115.919,INDEPENDENTS,6BK,-31.91184,115.92077,217334,296994,17,8
6ADE001,1,2960,6ADE0012960,TOOL KIT DEPOT - BELMONT [ADELAIDE TOOLS],225 ALEXANDER ROAD,,BELMONT,WA,Australia,6104,-31.945,115.927,INDEPENDENTS,6AD,-31.95845,115.93063,155062,258395,19,16
6ADE002,2,2952,6ADE0022952,TOOL KIT DEPOT - ROCKINGHAM [ADELAIDE TOOLS],7F ENTERPRISE WAY,,ROCKINGHAM,WA,Australia,6168,-32.281,115.727,INDEPENDENTS,6LS,-32.2700411,115.7497886,199389,185681,17,8
6ADE003,3,2983,6ADE0032983,TOOL KIT DEPOT - MANDURAH [ADELAIDE TOOLS],25 MEADOW SPRINGS ROAD,,MEADOW SPRINGS,WA,Australia,6210,-32.507,115.745,INDEPENDENTS,6LS,-32.49328,115.74795,205298,294509,2,6
6ADE004,4,2970,6ADE0042970,TOOL KIT DEPOT - MALAGA (WA),27-35 EXHIBITION DRIVE,,MALAGA,WA,Australia,6090,-31.86,115.893,INDEPENDENTS,6BK,-31.85269575,115.8844396,264018,266508,2,1
6ADE005,5,3143,6ADE0053143,TOOL KIT DEPOT - MIDLAND,SHOP 5 / 4 CLAYTON STREET,,MIDLAND,WA,Australia,6056,-31.888,116.01,INDEPENDENTS,6AD,-31.89683321,116.0150936,129823,286132,16,10
6AIR001,1,2968,6AIR0012968,AIRR WAREHOUSE - PERTH,83 MCDOWELL STREET,,WELSHPOOL,WA,Australia,6106,-31.994,115.956,INDEPENDENTS,6KHI,-31.99247354,115.9703154,180490,251684,7,4
6ALE001,1,3045,6ALE0013045,ALEXANDER GALT - WAGIN [CPS] (611079),21-27 TUDHOE STREET,,WAGIN,WA,Australia,6315,-33.3053993,117.3474325,INDEPENDENTS,6LS,-33.30893,117.34305,252701,172637,17,6
6ALF001,1,2860,6ALF0012860,ALF'S MACHINERY PTY LTD,7 RAMSAY TERRACE,,DONNYBROOK,WA,Australia,6239,-33.58,115.82,INDEPENDENTS,6KHI,-33.57962119,115.8264232,163161,152606,16,11
6ALL001,1,2608,6ALL0012608,ALLTOOLS - WA,204 COLLIER ROAD,,BAYSWATER,WA,Australia,6053,-31.911,115.919,INDEPENDENTS,6BK,-31.90492,115.91765,148078,194170,6,7
6ATK001,1,3087,6ATK0013087,ATKINSON'S MITRE 10 (840405),37 ENDEAVOUR ROAD,SHOP P1E,HILLARYS,WA,Australia,6025,-31.807,115.744,INDEPENDENTS,6KHI,-31.7973521,115.7443157,247607,197447,4,13
6ATO002,2,2887,6ATO0022887,"ATOM DC - KEWDALE  "" FOR KALGOORLIE""",11-15 MACKAY ST,,KEWDALE,WA,Australia,6105,-31.978,115.951,INDEPENDENTS,6KHI,-31.97601929,115.9556226,288270,108160,3,14
6ATO003,3,3172,6ATO0033172,ATOM SUPPLY KEWDALE DC,11 - 15 MACKAY ST,,KEWDALE,WA,Australia,6105,-31.978,115.951,INDEPENDENTS,6BK,-31.9757,115.95698,232630,236927,12,15
6ATO005,5,3030,6ATO0053030,ATOM  DC - 'FOR  KARRATHA',2485 PEMBERTON WAY,,KARRATHA INDUSTRIAL ESTATE,WA,Australia,6714,-20.7685239,116.8702156,INDEPENDENTS,6KHI,-20.76730808,116.8800999,213360,295984,20,8
6ATO007,7,2419,6ATO0072419,ATOM SUPPLY - KEWDALE,11-15 MACKAY STREET,,KEWDALE,WA,Australia,6105,-31.978,115.951,INDEPENDENTS,6KHI,-31.97601929,115.9556226,129432,204699,4,1
6AUG002,2,2868,6AUG0022868,AUGUSTA HARDWARE  GARDEN CENTRE (59038),22 ELLIS ST,,AUGUSTA,WA,Australia,6290,-34.293246,115.139245,INDEPENDENTS,6KHI,-34.3167,115.15863,201180,147419,11,8
6AUS004,4,2792,6AUS0042792,LH MINING - WELSHPOOL,134 PILBARA STREET,,WELSHPOOL,WA,Australia,6106,-31.994,115.956,INDEPENDENTS,6KHI,-31.98552293,115.9469615,121504,272012,20,9
6AUT007,7,2806,6AUT0072806,AUTOPRO NORTHAM,5 OLIVER STREET,,NORTHAM,WA,Australia,6401,-31.6525301,116.6654836,INDEPENDENTS,9DEL,-31.65155142,116.6859234,104992,245460,19,6
6BBH002,2,3175,6BBH0023175,BB HARDWARE (MEM1047),1932 ALBANY HIGHWAY,,MADDINGTON,WA,Australia,6109,-32.049,115.99,INDEPENDENTS,6AD,-32.05197,115.98629,297495,110888,9,6
6BEA001,1,3168,6BEA0013168,BEACON EQUIPMENT  STIHL SHOP COCKBURN,SHOP 33 / 87 ARMADALE ROAD,,JANDAKOT,WA,Australia,6164,-32.107,115.867,INDEPENDENTS,6LS,-32.12584671,115.8707876,125779,115291,1,16
6BEN002,2,3180,6BEN0023180,BULLSBROOK HARDWARE AND RURAL SUPPLIES (MEM4287),24 CORVETTE ROAD,,BULLSBROOK,WA,Australia,6084,-31.6632564,116.0285931,INDEPENDENTS,6BK,-31.674282,116.0288763,249055,228867,6,5
6BEY001,1,3212,6BEY0013212,ANTONY FIRMANTO,UNIT 404 181-185 ST KILDA ROAD,,ST KILDA,VIC,Australia,3182,-37.864,144.982,INDEPENDENTS,6KHI,-37.86104755,144.9840541,108807,263588,2,7
6BIN001,1,3138,6BIN0013138,BINDOON STOCKFEED AND HARDWARE (59510),9 BINDA PLACE,,BINDOON,WA,Australia,6502,-31.38,116.097,INDEPENDENTS,6BK,-31.3851857,116.0954125,291000,144243,16,6
6BOD001,1,3145,6BOD0013145,BODDINGTON MITRE 10 (018218),15 JOHNSTONE STREET,,BODDINGTON,WA,Australia,6390,-32.802,116.471,INDEPENDENTS,6LS,-32.8018,116.4739,290600,124877,19,20
6BOL001,1,3122,6BOL0013122,BOLTS R US (MEM1109),276-278 PLACE RD,,GERALDTON,WA,Australia,6530,-28.7773715,114.6149715,INDEPENDENTS,6BK,-28.7763779,114.6046287,255498,167818,15,4
6BOL002,2,3123,6BOL0023123,BOLGART RURAL MERCHANDISE (018416),56-57 GEORGE STREET,,BOLGART,WA,Australia,6568,-31.274,116.511,INDEPENDENTS,6BK,-31.27487442,116.5086015,236163,202158,3,10
6BON002,2,2979,6BON0022979,BONZA BUY,136 NANNATEE WAY,,WANNEROO,WA,Australia,6065,-31.7460273,115.8225997,INDEPENDENTS,6KHI,-31.75930271,115.8047024,260089,221215,8,20
6BOY001,1,3163,6BOY0013163,BOYUP BROOK CO-OPERATIVE,10-12 BRIDGE STREET,,BOYUP BROOK,WA,Australia,6244,-33.834,116.388,INDEPENDENTS,6LS,-33.83405,116.38883,226361,223396,9,18
6BPK001,1,2897,6BPK0012897,KALBARRI HARDWARE  BUILDING SUPPLIES,22 AJANA-KALBARRI RD,,KALBARRI,WA,Australia,6536,-27.720376,114.162514,INDEPENDENTS,6BK,-27.70132,114.17279,243792,129077,15,5
6BRI001,1,3059,6BRI0013059,BRIDGETOWN PAINT SALES [CPS] (610994),46B ROSE STREET,,BRIDGETOWN,WA,Australia,6255,-33.9544478,116.1312143,INDEPENDENTS,6LS,-33.95561523,116.1386213,295876,161557,18,12
6BRI004,4,2632,6BRI0042632,BRIDGETOWN MITRE 10  RETRAVISION (59667),23 STEERE ST,,BRIDGETOWN,WA,Australia,6255,-33.9544478,116.1312143,INDEPENDENTS,6LS,-33.9582632,116.1395827,239304,218369,19,11
6BRO003,3,2774,6BRO0032774,BROOKTON RURAL TRADERS (2997),91-93,ROBINSON ROAD,BROOKTON,WA,Australia,6306,-32.368,117.006,INDEPENDENTS,6TE,-32.37902917,117.0102814,224762,171029,17,13
6BSC001,1,3120,6BSC0013120,BSC - OCONNOR [BEARING SERVICE],UNIT 8 / 307 STOCK ROAD,,O'CONNOR,WA,Australia,6163,-32.064,115.797,INDEPENDENTS,6LS,-32.05932882,115.7936707,146111,254419,14,15
6BUI001,1,2655,6BUI0012655,BUILDING SUPPLIES SOUTH WEST,14 CLARK STREET,,DUNSBOROUGH,WA,Australia,6281,-33.6081798,115.093971,INDEPENDENTS,9DEL,-33.61512,115.10201,284254,284418,6,18
